# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  2 19:11:51 2022
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1685 b,TOI-1685,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,0.66914030,,1.700,0.152,3.78000,0.01189,Mass,,217.00,1069,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,M3.0 V,3434.00,0.49,0.49,-0.130,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153000,13.3780000,8.7580000,12.2956000,2021-07-12,2021-06,2021-07-12
TOI-169 b,TOI-169,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,2.25544770,0.035240,12.173,1.086,251.40353,0.79100,Mass,0.000000,1443.00,1715,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,G1 V,5880.00,1.29,1.15,0.240,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.8400000,12.3550000,10.8150000,12.2379000,2020-07-17,2020-07,2020-07-23
TOI-1693 b,TOI-1693,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.76669570,0.022600,1.410,0.126,,,,,,764,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3499.00,0.46,0.49,,,4.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h01m14.00s,90.3083455,+34d46m23.13s,34.7730904,30.7947000,12.9620000,8.3310000,11.8373000,2022-02-15,2022-02,2022-02-15
TOI-1695 b,TOI-1695,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,3.13427900,,2.030,0.181,5.50000,0.01730,Mass,0.000000,27.00,590,0,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,,3650.00,0.53,0.54,0.000,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.1309000,12.9890000,8.8180000,12.1364000,2022-11-29,2022-11,2022-12-02
TOI-1696 b,TOI-1696,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,2.50031100,0.022900,3.090,0.276,48.80000,0.15354,Mass,,,489,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,M5V,3185.00,0.28,0.26,0.336,[Fe/H],4.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m07.36s,65.2806480,+48d49m11.39s,48.8198312,64.9172000,16.8200000,11.3310000,15.3314000,2022-06-27,2022-06,2022-06-27
TOI-1710 b,TOI-1710,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>,24.28342900,0.160000,5.340,0.476,28.30000,0.08904,Mass,0.160000,,,0,<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>,G5 V,5665.00,0.97,0.98,0.100,[Fe/H],4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m08.12s,94.2838373,+76d12m39.67s,76.2110200,81.2271000,9.5450000,7.9590000,9.3598300,2022-05-09,2022-04,2022-05-09
TOI-172 b,TOI-172,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,9.47725000,0.091400,10.817,0.965,1722.63860,5.42000,Mass,0.380600,299.00,1198,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,,5645.00,1.78,1.13,0.148,[Fe/H],3.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.8310000,11.2990000,9.7220000,11.1927000,2019-03-29,2019-05,2019-03-28
TOI-1728 b,TOI-1728,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,3.49151000,0.039100,5.050,0.451,26.78000,0.08426,Mass,0.057000,57.78,767,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,M0,3980.00,0.62,0.65,0.250,[Fe/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m26.80s,120.6116787,+64d47m49.75s,64.7971531,60.7980000,12.3900000,8.8030010,11.7294000,2020-07-02,2020-08,2020-07-09
TOI-1749 b,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,2.38839000,0.029100,1.390,0.124,57.00000,0.17934,Mass,0.140000,,831,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000,2021-07-26,2021-10,2021-07-26
TOI-1749 c,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.49290000,0.044300,2.120,0.189,14.00000,0.04405,Mass,0.019000,,673,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000,2021-07-26,2021-10,2021-07-26
TOI-1749 d,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,9.04970000,0.070700,2.520,0.225,15.00000,0.04720,Mass,0.062000,,533,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000,2021-07-26,2021-10,2021-07-26
TOI-1759 b,TOI-1759,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,18.85019000,0.117700,3.140,0.280,10.80000,0.03398,Mass,0.000000,6.39,443,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,M0.0 V,4065.00,0.60,0.61,0.050,[Fe/H],4.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m24.40s,326.8516615,+62d45m13.74s,62.7538164,40.0654000,11.9300000,7.9300000,10.8385000,2022-03-28,2022-03,2022-03-28
TOI-178 b,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,1.91455800,0.026070,1.152,0.103,1.50000,0.00472,Mass,,,1040,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000,2021-03-12,2021-05,2021-03-18
TOI-178 c,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,3.23845000,0.037000,1.669,0.149,4.77000,0.01501,Mass,,,873,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000,2021-03-12,2021-05,2021-03-18
TOI-178 d,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,6.55770000,0.059200,2.572,0.229,3.01000,0.00947,Mass,,,690,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000,2021-03-12,2021-05,2021-03-18
TOI-178 e,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,9.96188100,0.078300,2.207,0.197,3.86000,0.01214,Mass,,,600,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000,2021-03-12,2021-05,2021-03-18
TOI-178 g,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,20.70950000,0.127500,2.870,0.256,3.94000,0.01240,Mass,,,470,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000,2021-03-12,2021-05,2021-03-18
TOI-1789 b,TOI-1789,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>,3.20866400,0.048820,16.141,1.440,222.47988,0.70000,Mass,,2300.00,1927,0,<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>,F,5991.00,2.17,1.51,0.373,[Fe/H],3.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h30m58.42s,142.7434060,+26d32m23.98s,26.5399951,229.0670000,9.7210000,8.3450000,9.5843900,2021-10-19,2022-01,2021-10-19
TOI-1807 b,TOI-1807,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,0.54937200,0.008120,1.258,0.112,,,,,,2100,0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,,4757.00,0.68,0.75,-0.029,[Fe/H],4.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m07.83s,201.2826259,+38d55m20.52s,38.9223671,42.5775000,10.0000000,7.5680000,9.6751700,2022-04-12,2021-08,2022-04-12
TOI-1820 b,TOI-1820,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,4.86067400,0.061000,12.778,1.140,731.00534,2.30000,Mass,0.043000,,1375,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5734.00,1.51,1.04,0.140,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m44.81s,187.6867207,+27d27m07.21s,27.4520016,248.5040000,10.8990000,9.5080000,10.9653000,2022-09-19,2022-04,2022-09-19
TOI-1842 b,TOI-1842,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>,9.57390000,0.100100,11.657,1.040,68.01528,0.21400,Mass,,,,0,<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>,,6230.00,2.02,1.46,0.220,[M/H],4.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m51.04s,201.9626552,+09d01m50.32s,9.0306437,223.4650000,9.8150000,8.4460000,9.6598100,2021-12-13,2022-02,2021-12-13
TOI-1860 b,TOI-1860,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.06621070,0.020400,1.310,0.117,,,,,,1885,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5752.00,0.94,0.99,0.040,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h05m49.62s,226.4567308,+64d02m51.66s,64.0476821,45.8640000,8.4000000,6.7920000,8.2322300,2022-02-15,2022-02,2022-02-15
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,29.02000000,0.158700,12.890,1.150,209.76780,0.66000,Mass,0.118000,2.90,362,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,M0,3841.00,0.61,0.63,0.310,[Fe/H],4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.4380000,14.8800000,10.5090000,13.5553000,2021-01-04,2020-09,2021-01-11
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,52.97818000,0.300000,11.299,1.008,133.48860,0.42000,Mass,0.280000,,759,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394.00,1.32,1.32,0.240,[Fe/H],4.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.9104230,113.8250000,9.0700000,7.8460000,8.9400400,2021-03-25,2021-05,2021-04-01
TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.87207800,0.092000,12.520,1.117,1398.44499,4.40000,Mass,0.410000,,1167,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5880.00,1.56,1.32,0.180,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.9850000,11.5990000,10.0100000,11.3637000,2022-09-19,2022-04,2022-09-19
TOI-2046 b,TOI-2046,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,1.49718420,,16.141,1.440,731.00534,2.30000,Mass,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6250.00,1.21,1.13,-0.060,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h04m44.39s,16.1849423,+74d19m52.70s,74.3313055,289.6680000,11.5520000,10.0940000,11.4128000,2022-05-23,2022-05,2022-05-23
TOI-2048 b,TOI-2048,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,13.79019000,,2.060,0.184,,,,0.130000,,,0,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,G V,5185.00,0.79,0.83,0.020,[m/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h51m41.79s,237.9241066,+52d18m22.71s,52.3063083,116.5670000,11.4310000,9.4390000,11.3252000,2022-09-14,2022-09,2022-09-14
TOI-206 b,TOI-206,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.73631040,0.011200,1.300,0.116,,,,,,910,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383.00,0.35,0.35,,,4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m57.17s,73.7382202,-62d31m18.75s,-62.5218740,47.7465000,14.9380000,10.0600000,13.6662000,2022-02-15,2022-02,2022-02-15
TOI-2076 b,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,10.35509000,0.068200,2.518,0.225,,,,,84.06,797,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
